,ResponseId,accuracy_journalism,change_mind,confidence_suicide,confidence_weight,fda_reg,funding,gender,is_control,is_dailybeast,is_nyt,political_party,prev_rate_belief,prev_weight_belief,rate_of_suicide,weight
6,R_DiLZNCPkt1GfVtL,Somewhat accurate,No,,Somewhat sure,No,,Male,0,0,1,Democratic Party,,No prior knowledge.,,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat."
7,R_2Csojl9fz61wDke,A little accurate,No,,Extremely sure,No,,Male,0,0,1,"None, Independent",,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat.",,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat."
8,R_3njDciA9DWxnjA0,Mostly accurate,Yes,,Mostly sure,No,,Male,0,0,1,Republican Party,,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat.",,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat."
9,R_yC8IHwaJE9wLa9z,Extremely accurate,Yes,,Mostly sure,Yes,,Male,0,0,1,Republican Party,,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat.",,"Losing weight depends MOSTLY on the quality of the food you eat, REGARDLESS of the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume."
10,R_w1BjN7tbbHzOBCp,Somewhat accurate,No,,Somewhat sure,No,,Male,0,0,1,Democratic Party,,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat.",,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat."
11,R_237VeThQE3BoYmG,Mostly inaccurate,No,,Mostly sure,No,,Male,0,0,1,Democratic Party,,"Losing weight depends MOSTLY on the quality of the food you eat, REGARDLESS of the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume.",,"Losing weight depends MOSTLY on the quality of the food you eat, REGARDLESS of the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume."
12,R_erIxUDTanmKfoeR,Mostly accurate,No,,Mostly sure,Yes,,Male,0,0,1,Democratic Party,,"Losing weight depends MOSTLY on the quality of the food you eat, REGARDLESS of the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume.",,"Losing weight depends MOSTLY on the quality of the food you eat, REGARDLESS of the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume."
13,R_2YGqjoOJK2c70VB,Mostly accurate,Yes,,Mostly sure,Yes,,Male,0,0,1,Republican Party,,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat.",,"Losing weight depends MOSTLY on the quality of the food you eat, REGARDLESS of the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume."
14,R_28ANrOF860JoZyN,A little accurate,Yes,,Somewhat sure,No,,Male,0,0,1,Republican Party,,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat.",,"Losing weight depends MOSTLY on the quality of the food you eat, REGARDLESS of the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume."
15,R_1feVEDn2w8zehjx,Somewhat accurate,No,,Somewhat sure,Yes,,Male,0,0,1,Republican Party,,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat.",,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat."
16,R_UlruDiwldoiRtbb,Mostly accurate,Yes,,Somewhat sure,No,,Male,0,0,1,Democratic Party,,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat.",,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat."
17,R_SQa1YbrYlmI13pf,Mostly accurate,No,,Somewhat sure,No,,Female,0,0,1,Democratic Party,,"Losing weight depends MOSTLY on the quality of the food you eat, REGARDLESS of the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume.",,"Losing weight depends MOSTLY on the quality of the food you eat, REGARDLESS of the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume."
18,R_3OksdmJ2Nei06ba,Somewhat accurate,No,,Mostly sure,No,,Male,0,0,1,"None, Independent",,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat.",,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat."
19,R_e2vimmefm1DpaMh,Extremely accurate,Yes,,Mostly sure,No,,Female,0,0,1,Democratic Party,,No prior knowledge.,,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat."
20,R_3xQNniu6uaJu8Sd,Mostly accurate,No,,Mostly sure,Yes,,Male,0,0,1,Republican Party,,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat.",,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat."
21,R_1JXV9BAFFVX39J1,Mostly accurate,No,,Mostly sure,No,,Female,0,0,1,Democratic Party,,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat.",,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat."
22,R_rkaA4A9SevwzH4R,Mostly inaccurate,No,,A little sure,Yes,,Male,0,0,1,"None, Independent",,"Losing weight depends MOSTLY on the quality of the food you eat, REGARDLESS of the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume.",,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat."
23,R_2AEUHN0CNdHS32j,A little accurate,Yes,,Somewhat sure,No,,Male,0,0,1,"None, Independent",,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat.",,"Losing weight depends MOSTLY on the quality of the food you eat, REGARDLESS of the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume."
24,R_26hFDKjBkP9pqDT,Somewhat accurate,Yes,,Extremely sure,No,,Male,0,0,1,Libertarian Party,,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat.",,"Losing weight depends MOSTLY on the quality of the food you eat, REGARDLESS of the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume."
25,R_2aL9yaNjams3K66,Somewhat accurate,No,,Mostly sure,No,,Male,0,0,1,Republican Party,,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat.",,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat."
26,R_28CidtaTfryfne3,Somewhat accurate,Yes,,Mostly sure,Yes,,Female,0,0,1,Republican Party,,"Losing weight depends MOSTLY on the quality of the food you eat, REGARDLESS of the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume.",,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat."
27,R_3oz5jOgjtelG2GE,Somewhat accurate,Yes,,Mostly sure,No,,Male,0,0,1,"None, Independent",,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat.",,"Losing weight depends MOSTLY on the quality of the food you eat, REGARDLESS of the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume."
28,R_1fdPGZmtpffRi3W,Mostly accurate,No,,Mostly sure,No,,Female,0,0,1,Democratic Party,,"Losing weight depends MOSTLY on the quality of the food you eat, REGARDLESS of the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume.",,"Losing weight depends MOSTLY on the quality of the food you eat, REGARDLESS of the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume."
29,R_5dr8nkL1Rt8vgmB,Somewhat accurate,No,,Mostly sure,No,,Male,0,0,1,Republican Party,,No prior knowledge.,,"Losing weight depends MOSTLY on the quality of the food you eat, REGARDLESS of the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume."
30,R_wRTzrNez3lguthv,Mostly accurate,No,,Mostly sure,No,,Male,0,0,1,Democratic Party,,"Losing weight depends MOSTLY on the quality of the food you eat, REGARDLESS of the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume.",,"Losing weight depends MOSTLY on the quality of the food you eat, REGARDLESS of the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume."
31,R_wSJOuxONnYib6A9,Mostly inaccurate,Yes,,Somewhat sure,No,,Male,0,0,1,Republican Party,,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat.",,"Losing weight depends MOSTLY on the quality of the food you eat, REGARDLESS of the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume."
32,R_1k21HDHSueFkUMb,A little accurate,No,,Somewhat sure,Yes,,Female,0,0,1,Democratic Party,,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat.",,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat."
33,R_2f8M2UNOMxJ5Zs7,Mostly inaccurate,Yes,,Not very sure,No,,Male,0,0,1,Republican Party,,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat.",,"Losing weight depends MOSTLY on the quality of the food you eat, REGARDLESS of the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume."
34,R_3qNFOUiaf794y1J,Mostly inaccurate,No,,Extremely sure,Yes,,Female,0,0,1,Democratic Party,,"Losing weight depends MOSTLY on the quality of the food you eat, REGARDLESS of the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume.",,"Losing weight depends MOSTLY on the quality of the food you eat, REGARDLESS of the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume."
35,R_33BAhqvRS2CluBj,A little accurate,No,,Extremely sure,No,,Male,0,0,1,Republican Party,,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat.",,"Losing weight depends MOSTLY on the quality of the food you eat, REGARDLESS of the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume."
36,R_UWQqRhowMelvuX7,A little accurate,No,,Extremely sure,No,,Female,0,0,1,Democratic Party,,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat.",,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat."
37,R_ux1p5Qk7P7Z1xvP,A little accurate,Yes,,Somewhat sure,Yes,,Male,0,0,1,Republican Party,,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat.",,"Losing weight depends MOSTLY on the quality of the food you eat, REGARDLESS of the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume."
38,R_3rNWPABdZw1mHZk,Somewhat accurate,No,,Mostly sure,Yes,,Female,0,0,1,Republican Party,,"Losing weight depends MOSTLY on the quality of the food you eat, REGARDLESS of the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume.",,"Losing weight depends MOSTLY on the quality of the food you eat, REGARDLESS of the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume."
39,R_RFf8cWZvtDojO7v,Mostly accurate,No,,Mostly sure,No,,Male,0,0,1,Republican Party,,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat.",,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat."
40,R_1CmyNco86zmTsW7,Somewhat accurate,Yes,,Mostly sure,Yes,,Male,0,0,1,"None, Independent",,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat.",,"Losing weight depends MOSTLY on the quality of the food you eat, REGARDLESS of the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume."
41,R_3dGkh1skUciq2r2,A little accurate,Yes,,A little sure,No,,Female,0,0,1,Democratic Party,,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat.",,"Losing weight depends MOSTLY on the quality of the food you eat, REGARDLESS of the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume."
42,R_3lyr1cmUAkN7iDo,A little accurate,Yes,,Somewhat sure,Yes,,Male,0,0,1,Republican Party,,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat.",,"Losing weight depends MOSTLY on the quality of the food you eat, REGARDLESS of the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume."
43,R_2Po3EOyFUrZVnnk,A little accurate,No,,Not sure at all (No confidence in the answer),No,,Female,0,0,1,"None, Independent",,No prior knowledge.,,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat."
44,R_0prbzCF7XbGFvUt,Somewhat accurate,Yes,,Mostly sure,Yes,,Male,0,0,1,Democratic Party,,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat.",,"Losing weight depends MOSTLY on the quality of the food you eat, REGARDLESS of the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume."
45,R_30jXwdbmll0t6TW,Mostly accurate,Yes,,A little sure,Yes,,Female,0,0,1,Democratic Party,,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat.",,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat."
46,R_3eyGfaspcnXKvwU,A little accurate,Yes,,Extremely sure,No,,Male,0,0,1,Republican Party,,"Losing weight depends MOSTLY on the quality of the food you eat, REGARDLESS of the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume.",,"Losing weight depends MOSTLY on the quality of the food you eat, REGARDLESS of the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume."
47,R_30enEXBjky7FSlT,Somewhat accurate,Yes,,Somewhat sure,No,,Male,0,0,1,Republican Party,,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat.",,"Losing weight depends MOSTLY on the quality of the food you eat, REGARDLESS of the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume."
48,R_21u3h3uKIvDrpi5,Mostly accurate,Yes,,Extremely sure,No,,Male,0,0,1,Democratic Party,,"Losing weight depends MOSTLY on the quality of the food you eat, REGARDLESS of the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume.",,"Losing weight depends MOSTLY on the quality of the food you eat, REGARDLESS of the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume."
49,R_bOYQOAQzXHsHU0V,Somewhat accurate,Yes,,Somewhat sure,Yes,,Male,0,0,1,Libertarian Party,,"Losing weight depends MOSTLY on the quality of the food you eat, REGARDLESS of the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume.",,"Losing weight depends MOSTLY on the quality of the food you eat, REGARDLESS of the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume."
50,R_Tnfyiulya1Cp9y9,Somewhat accurate,No,,Somewhat sure,Yes,,Male,0,0,1,"None, Independent",,No prior knowledge.,,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat."
51,R_27BQ8G5zVx7zLhm,Somewhat accurate,No,,Somewhat sure,No,,Male,0,0,1,"None, Independent",,No prior knowledge.,,"Losing weight depends MOSTLY on the quality of the food you eat, REGARDLESS of the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume."
52,R_1kT6b8yKRA5jlX4,Mostly inaccurate,Yes,,Mostly sure,Yes,,Male,0,0,1,"None, Independent",,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat.",,"Losing weight depends MOSTLY on the quality of the food you eat, REGARDLESS of the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume."
53,R_PMSu0qJgOYZ2eyJ,Mostly accurate,No,,Mostly sure,No,,Female,0,0,1,Democratic Party,,"Losing weight depends MOSTLY on the quality of the food you eat, REGARDLESS of the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume.",,"Losing weight depends MOSTLY on the quality of the food you eat, REGARDLESS of the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume."
54,R_2WIJMXrU0PMvMVS,A little accurate,No,,A little sure,No,,Male,0,0,1,Democratic Party,,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat.",,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat."
55,R_2SxiUWv9ioUe8Ah,Mostly accurate,Yes,,Mostly sure,Yes,,Male,0,0,1,Democratic Party,,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat.",,"Losing weight depends MOSTLY on the quality of the food you eat, REGARDLESS of the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume."
56,R_1qfj9bNI1bLXaEF,Somewhat accurate,No,,Extremely sure,No,,Female,0,0,1,Democratic Party,,"Losing weight depends MOSTLY on the quality of the food you eat, REGARDLESS of the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume.",,"Losing weight depends MOSTLY on the quality of the food you eat, REGARDLESS of the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume."
57,R_3eeJGjdb59hgTAc,Extremely inaccurate,No,,Not sure at all (No confidence in the answer),Yes,,Male,0,0,1,Republican Party,,No prior knowledge.,,"Losing weight depends MOSTLY on the quality of the food you eat, REGARDLESS of the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume."
58,R_2aXYrji3BMwB8Nx,Somewhat accurate,No,,Extremely sure,No,,Female,0,0,1,Democratic Party,,"Losing weight depends MOSTLY on the quality of the food you eat, REGARDLESS of the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume.",,"Losing weight depends MOSTLY on the quality of the food you eat, REGARDLESS of the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume."
59,R_3J3gLZW4VwRrEsz,A little accurate,No,,A little sure,No,,Female,0,0,1,"None, Independent",,"Losing weight depends MOSTLY on the quality of the food you eat, REGARDLESS of the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume.",,"Losing weight depends MOSTLY on the quality of the food you eat, REGARDLESS of the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume."
60,R_2PjlfTu69RnYs9i,A little accurate,No,,Extremely sure,Yes,,Male,0,0,1,Other,,"Losing weight depends MOSTLY on the quality of the food you eat, REGARDLESS of the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume.",,"Losing weight depends MOSTLY on the quality of the food you eat, REGARDLESS of the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume."
61,R_3NX44kH6jh2n69T,Somewhat accurate,No,,Mostly sure,No,,Male,0,0,1,"None, Independent",,"Losing weight depends MOSTLY on the quality of the food you eat, REGARDLESS of the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume.",,"Losing weight depends MOSTLY on the quality of the food you eat, REGARDLESS of the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume."
62,R_71jOAVTSFRaTk2d,Mostly accurate,No,,Mostly sure,Yes,,Male,0,0,1,Democratic Party,,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat.",,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat."
63,R_W6ho4g0LyIq3yV3,Somewhat accurate,Yes,,Extremely sure,No,,Female,0,0,1,Democratic Party,,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat.",,"Losing weight depends MOSTLY on the quality of the food you eat, REGARDLESS of the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume."
64,R_3Rgr1ZS7nPtK77B,Somewhat accurate,No,,Extremely sure,Yes,,Male,0,0,1,Republican Party,,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat.",,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat."
65,R_1OSLkZBaxHTJ1uY,Somewhat accurate,No,,Somewhat sure,Yes,,Male,0,0,1,"None, Independent",,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat.",,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat."
66,R_3e4Ag29wbRuMHxW,A little accurate,No,,Somewhat sure,No,,Female,0,0,1,Democratic Party,,"Losing weight depends MOSTLY on the quality of the food you eat, REGARDLESS of the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume.",,"Losing weight depends MOSTLY on the quality of the food you eat, REGARDLESS of the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume."
67,R_29udtHdTV55GtLZ,A little accurate,Yes,,Somewhat sure,Yes,,Male,0,0,1,Republican Party,,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat.",,"Losing weight depends MOSTLY on the quality of the food you eat, REGARDLESS of the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume."
68,R_DkLCKvvXaAOtdPr,Mostly accurate,No,,Extremely sure,No,,Female,0,0,1,Republican Party,,"Losing weight depends MOSTLY on the quality of the food you eat, REGARDLESS of the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume.",,"Losing weight depends MOSTLY on the quality of the food you eat, REGARDLESS of the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume."
69,R_1IJWSIR7uE933c9,A little accurate,Yes,,Somewhat sure,No,,Male,0,0,1,Democratic Party,,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat.",,"Losing weight depends MOSTLY on the quality of the food you eat, REGARDLESS of the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume."
70,R_25Ktinu3d58gboL,Mostly accurate,Yes,,Mostly sure,Yes,,Male,0,0,1,"None, Independent",,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat.",,"Losing weight depends MOSTLY on the quality of the food you eat, REGARDLESS of the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume."
71,R_R84yIfQCFpHKWFH,Extremely accurate,Yes,,Extremely sure,Yes,,Male,0,0,1,Republican Party,,"Losing weight depends MOSTLY on the quality of the food you eat, REGARDLESS of the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume.",,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat."
72,R_ZqmH27QHiAznGQF,Extremely accurate,No,,Mostly sure,Yes,,Male,0,0,1,Democratic Party,,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat.",,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat."
73,R_3DqOtErnntQM9mN,Somewhat accurate,Yes,,Mostly sure,No,,Male,0,0,1,Republican Party,,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat.",,"Losing weight depends MOSTLY on the quality of the food you eat, REGARDLESS of the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume."
